area,perimeter,eccentricity,solidity
259.0,73.83452377915606,0.9122752929898946,0.8993055555555556
58.0,29.48528137423857,0.8375753146873418,0.9508196721311475
9281.0,596.1614716074872,0.9691269522871329,0.789805122968258
20920.0,1015.0264786586926,0.9437782091051307,0.866467859509609
2063.0,212.4680374315355,0.9422578598886431,0.9305367613892648
140717.0,8564.955441638796,0.952158276344215,0.42420542688239143
14190.0,1193.3778131046631,0.9479179153808867,0.5719467956469165
919.0,157.88225099390857,0.9142360861433317,0.7729184188393609
7969.0,683.0376259469857,0.960321484951055,0.779821900381642
263.0,82.66295090390226,0.9682156074658361,0.8766666666666667
2844.0,412.611219075793,0.8904069294696596,0.5352907961603613
8.0,6.0,0.9574271077563381,0.8
2844.0,428.63455967290594,0.9549286193608948,0.6565096952908587
30761.0,1941.0489527040281,0.9603560468728156,0.6853749832895147
3717.0,425.6467529817256,0.8317152827241691,0.6351674641148325
1748.0,259.82337649086287,0.9280819125176288,0.7160999590331831
1289.0,155.01219330881975,0.8963597067683557,0.9498894620486367
379.0,92.76955262170048,0.9175560688117425,0.8012684989429175
29722.0,2116.5291834443833,0.8332423617869864,0.6371548619447779
18.0,12.82842712474619,0.5840132092439594,1.0
6926.0,561.8010819142764,0.836685962652198,0.6814916855259274
109.0,37.79898987322333,0.626403355860259,0.9316239316239316
41654.0,3150.759810291432,0.9408631002552651,0.5690437158469945
690.0,127.98275605729691,0.9320787456489064,0.8165680473372781
5932.0,549.0853531617382,0.9376894498321585,0.6688465441425189
1072.0,163.88834764831842,0.8967248236627754,0.7773749093546047
5659.0,595.4701294725885,0.8391009696138136,0.5791035611952517
8495.0,558.98484809835,0.8531467981782977,0.7647641339575081
135.0,41.79898987322333,0.6553779974733807,0.9440559440559441
8.0,7.65685424949238,0.5773502691896258,1.0
46915.0,2699.3313113791864,0.9238268008979008,0.6464525374450554
454.0,82.52691193458118,0.7225070057147563,0.9537815126050421
97.0,34.14213562373095,0.416231875272353,0.9509803921568627
176.0,55.21320343559643,0.9225954367651861,0.9361702127659575
709.0,111.39696961967,0.871612943612519,0.908974358974359
1192.0,156.95331880577402,0.8394995346603942,0.8412138320395202
11.0,9.414213562373096,0.7084437526351622,1.0
859.0,114.9116882454314,0.8011723203764233,0.9640852974186308
154504.0,11413.433939275597,0.8761975844903748,0.46360564834096485
196.0,52.04163056034261,0.7930237732459753,0.9607843137254902
12147.0,563.7361107568208,0.7689407743226024,0.851047432214671
124.0,40.142135623730944,0.7687424250561378,0.9612403100775194
1.0,0.0,0.0,1.0
83.0,32.72792206135786,0.7502928602252912,0.9431818181818182
10.0,8.82842712474619,0.7905694150420949,1.0
68.0,28.72792206135785,0.33777592727271455,0.918918918918919
1337.0,218.82337649086287,0.6833740300045615,0.6458937198067632
370.0,71.11269837220809,0.5336050183782362,0.9685863874345549
1982.0,256.69343417595167,0.784334705520428,0.6575978765759788
115505.0,9494.643825180865,0.5345947337298683,0.5107179809163344
85.0,32.970562748477136,0.659119076663224,0.9239130434782609
4.0,4.0,0.0,1.0
590.0,94.91168824543144,0.8218055918766901,0.9546925566343042
114.0,38.62741699796952,0.7088353615224653,0.9421487603305785
770.0,114.97665940288702,0.5391491885114791,0.9144893111638955
189.0,49.21320343559643,0.6875423165749778,0.9692307692307692
133.0,40.970562748477136,0.5122639612516903,0.9568345323741008
18940.0,1518.7758287448596,0.9621029188242289,0.6247526058846814
233.0,54.8700576850888,0.6026186052834888,0.9588477366255144
